time,pv_production,wind_production,prob_precip_1h:p,clear_sky_rad:W,diffuse_rad:W,direct_rad:W,global_rad:W,sunshine_duration_1h:min,sun_azimuth:d,sun_elevation:d,low_cloud_cover:p,medium_cloud_cover:p,high_cloud_cover:p,effective_cloud_cover:p,temp,relative_humidity_2m:p,dew_point_2m:C,wind_speed_2m:ms,wind_dir_2m:d,t_10m:C,relative_humidity_10m:p,dew_point_10m:C,wind_speed_10m:ms,wind_dir_10m:d,t_50m:C,relative_humidity_50m:p,dew_point_50m:C,wind_speed_50m:ms,wind_dir_50m:d,t_100m:C,relative_humidity_100m:p,dew_point_100m:C,wind_speed_100m:ms,wind_dir_100m:d,total_production
2020-08-12 01:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.313,-9.525,74.2,1.8,0.6,74.7,11.2,100.0,11.2,0.9,278.9,11.2,100.0,11.2,1.2,278.9,11.1,100.0,11.1,1.6,280.0,10.9,100.0,10.9,1.8,281.3,0.0
2020-08-12 02:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.576,-6.121,75.2,0.7,2.0,75.7,11.2,100.0,11.2,0.8,297.5,11.2,100.0,11.2,1.1,297.5,11.1,100.0,11.1,1.4,298.8,10.9,100.0,10.9,1.5,300.5,0.0
2020-08-12 03:00:00,0.1889167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.36,-1.415,74.5,0.0,9.2,75.6,11.5,99.7,11.4,0.5,307.1,11.5,99.5,11.4,0.7,307.1,11.3,98.7,11.1,0.9,311.1,11.0,98.2,10.8,1.1,316.2,0.1889167
2020-08-12 04:00:00,1.62825,0.0,1.0,33.5,16.4,6.6,23.0,2.3,64.738,4.283,95.7,0.0,13.9,96.0,11.7,98.7,11.5,0.3,316.2,11.6,98.6,11.4,0.4,316.2,11.4,98.2,11.1,0.5,328.3,11.1,98.0,10.8,0.5,343.4,1.62825
2020-08-12 05:00:00,4.4945,0.0,1.0,126.0,49.3,27.6,76.9,3.8,77.924,10.644,93.7,0.0,17.9,94.3,12.0,96.5,11.4,0.3,23.5,11.9,96.7,11.4,0.4,23.5,11.6,97.4,11.2,0.6,27.6,11.2,97.8,10.9,0.7,32.6,4.4945
2020-08-12 06:00:00,9.5546667,0.0,1.0,251.3,98.0,73.9,171.8,7.5,91.233,17.327,87.4,0.0,25.4,89.0,12.8,91.9,11.5,0.5,64.1,12.6,92.4,11.4,0.8,64.1,12.2,93.9,11.2,0.9,62.0,11.7,94.8,10.9,1.0,59.3,9.5546667
2020-08-12 07:00:00,18.8078335,0.0,1.0,382.3,128.2,146.7,274.9,8.8,105.059,23.973,85.3,0.0,8.3,85.9,13.5,85.9,11.1,0.5,14.7,13.3,86.5,11.1,0.7,14.7,12.8,88.4,10.9,0.9,15.9,12.2,89.6,10.6,0.9,17.4,18.8078335
2020-08-12 08:00:00,51.96175,0.0,1.0,502.9,155.2,202.0,357.2,17.2,119.839,30.179,71.4,0.0,10.1,72.9,14.5,79.7,11.1,0.6,32.1,14.4,80.2,11.1,0.8,32.1,13.8,82.0,10.8,1.0,31.1,13.2,83.1,10.4,1.0,29.8,51.96175
2020-08-12 09:00:00,60.596418,0.0,1.0,601.7,156.0,303.3,459.3,32.2,135.97,35.48,46.3,0.0,10.9,49.3,15.7,73.9,11.1,0.5,55.3,15.6,74.3,11.0,0.8,55.3,15.0,75.8,10.7,0.9,52.8,14.4,76.7,10.3,0.9,49.7,60.596418
2020-08-12 10:00:00,69.76650000000001,0.0,1.0,670.6,119.9,447.6,567.5,57.2,153.641,39.355,4.6,0.0,1.7,5.4,17.4,66.2,11.0,0.4,48.7,17.2,66.5,11.0,0.6,48.7,16.6,67.5,10.6,0.7,46.4,16.0,68.1,10.1,0.6,43.6,69.76650000000001
2020-08-12 11:00:00,71.000832,0.0,1.0,704.1,90.3,533.2,623.5,59.6,172.57,41.31,0.6,0.0,8.5,4.8,18.4,62.2,11.1,0.4,37.6,18.3,62.4,11.0,0.6,37.6,17.6,63.2,10.6,0.7,31.1,17.0,63.6,10.1,0.6,23.1,71.000832
2020-08-12 12:00:00,69.12100000000001,0.0,1.0,699.7,90.1,537.9,628.0,60.0,191.915,41.047,0.0,0.0,11.7,5.9,19.1,63.5,12.0,0.7,58.0,19.0,63.0,11.8,1.0,58.0,18.5,61.3,10.9,1.1,56.6,17.9,60.2,10.1,1.0,54.8,69.12100000000001
2020-08-12 13:00:00,62.273498,0.0,1.0,657.6,96.3,490.2,586.5,60.0,210.608,38.608,0.0,0.0,18.3,9.1,19.4,62.1,11.9,1.0,57.6,19.3,61.4,11.7,1.5,57.6,18.8,59.2,10.7,1.7,57.6,18.3,58.0,9.9,1.6,57.6,62.273498
2020-08-12 14:00:00,51.892582,0.0,1.0,581.2,92.1,427.8,519.9,60.0,227.924,34.353,0.0,0.0,22.5,11.2,19.5,59.7,11.4,1.2,50.2,19.4,59.0,11.2,1.8,50.2,19.1,56.7,10.3,2.2,49.6,18.6,55.5,9.6,2.2,48.8,51.892582
2020-08-12 15:00:00,38.031833,0.0,1.0,476.4,81.9,350.0,431.9,60.0,243.712,28.796,0.0,0.0,19.4,9.7,19.9,51.8,9.7,0.8,35.7,19.8,51.9,9.7,1.2,35.7,19.4,52.1,9.3,1.5,34.4,18.9,52.5,9.0,1.5,32.8,38.031833
2020-08-12 16:00:00,21.1380835,0.0,1.0,352.3,70.5,255.9,326.4,60.0,258.231,22.449,0.0,0.0,14.5,7.2,19.8,52.1,9.7,0.6,25.5,19.7,52.2,9.6,0.8,25.5,19.3,52.6,9.3,1.1,22.4,18.8,53.1,9.0,1.2,18.6,21.1380835
2020-08-12 17:00:00,6.3683332,0.0,1.0,220.9,58.0,156.3,214.3,60.0,271.899,15.76,0.0,0.0,11.9,6.0,19.2,55.7,10.1,0.4,39.4,19.1,55.8,10.1,0.6,39.4,18.8,56.0,9.8,0.8,36.5,18.4,56.3,9.5,1.0,32.9,6.3683332
2020-08-12 18:00:00,1.68125,0.0,1.0,100.1,40.7,65.0,105.7,60.0,285.146,9.121,0.0,0.0,13.6,6.8,18.2,64.2,11.3,0.1,297.4,18.1,63.6,11.1,0.2,297.4,18.0,61.7,10.5,0.3,341.9,17.8,60.4,10.0,0.3,37.5,1.68125
2020-08-12 19:00:00,0.0546667,0.0,1.0,20.7,12.8,9.6,22.4,60.0,298.352,2.884,0.0,0.0,0.8,0.4,16.6,80.0,13.2,0.8,279.3,16.8,77.6,12.8,1.2,279.3,17.2,69.9,11.6,1.4,286.4,17.3,65.0,10.6,1.3,295.2,0.0546667
2020-08-12 20:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,311.81,-2.612,0.0,0.0,26.4,13.2,15.2,83.6,12.5,1.0,303.7,15.4,81.8,12.3,1.4,303.7,15.9,75.7,11.6,1.7,310.1,16.1,71.2,10.9,1.7,318.0,0.0
2020-08-12 21:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,325.704,-7.041,0.0,0.0,76.6,38.3,13.8,91.8,12.5,0.8,304.2,14.0,89.9,12.4,1.2,304.2,14.6,83.8,11.9,1.4,321.6,14.9,78.9,11.3,1.2,343.3,0.0
2020-08-12 22:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,340.073,-10.103,0.0,0.0,93.0,46.5,13.1,94.9,12.3,0.3,279.4,13.3,93.4,12.3,0.4,279.4,13.7,88.5,11.9,0.5,338.6,14.0,84.0,11.4,0.6,52.6,0.0
2020-08-12 23:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,354.796,-11.565,0.0,0.0,78.8,39.4,12.9,95.1,12.1,0.2,95.8,13.0,94.3,12.1,0.3,95.8,13.2,91.5,11.8,0.8,87.6,13.4,87.8,11.4,1.5,77.4,0.0
2020-08-13 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.718,-11.676,0.0,0.0,85.9,43.0,12.2,97.1,11.8,0.5,101.4,12.3,96.6,11.8,0.8,101.4,12.4,94.8,11.6,1.4,89.0,12.7,91.3,11.3,2.2,73.4,0.0
2020-08-13 01:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.411,-9.816,6.5,0.7,94.5,51.0,11.8,99.1,11.7,0.6,164.3,11.9,98.1,11.6,0.9,164.3,12.2,94.6,11.4,1.0,159.7,12.7,90.4,11.2,1.0,153.9,0.0
2020-08-13 02:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.703,-6.4,17.7,10.4,94.9,61.2,11.6,98.8,11.5,0.7,140.8,11.8,97.9,11.4,1.0,140.8,12.0,94.7,11.2,1.2,148.9,12.6,90.5,11.0,1.1,159.1,0.0
2020-08-13 03:00:00,0.0667501,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.509,-1.683,17.3,30.4,99.4,71.0,11.6,97.1,11.1,1.0,132.5,11.7,96.4,11.1,1.4,132.5,11.8,94.1,10.9,1.8,133.4,12.4,90.2,10.8,2.0,134.6,0.0667501
2020-08-13 04:00:00,2.494,0.0,1.0,30.9,21.1,2.3,23.4,24.4,64.904,4.025,17.0,52.1,100.0,80.1,11.8,95.6,11.1,0.9,145.0,11.8,95.0,11.1,1.2,145.0,11.9,93.1,10.8,1.6,144.8,12.5,89.5,10.8,1.8,144.6,2.494
2020-08-13 05:00:00,4.6985832,0.0,1.0,121.6,66.7,11.1,77.9,15.6,78.102,10.393,17.4,73.9,99.7,89.2,12.5,93.2,11.5,0.7,130.4,12.5,92.9,11.4,1.0,130.4,12.4,91.8,11.1,1.4,136.2,12.8,89.2,11.1,1.6,143.3,4.6985832
2020-08-13 06:00:00,16.235499500000003,0.0,1.0,246.6,90.0,66.8,156.9,5.8,91.419,17.078,11.0,90.3,91.7,95.3,13.6,89.1,11.8,0.6,86.3,13.5,89.3,11.8,0.9,86.3,13.2,89.7,11.5,1.1,96.7,13.4,88.5,11.6,1.2,109.7,16.235499500000003
2020-08-13 07:00:00,5.5283334,0.0,1.0,377.5,105.1,107.4,212.5,7.7,105.249,23.721,2.8,87.2,13.1,88.4,15.2,84.4,12.5,0.3,91.0,15.0,84.5,12.5,0.5,91.0,14.6,84.9,12.1,0.6,122.9,14.7,84.0,12.0,0.5,162.8,5.5283334
2020-08-13 08:00:00,7.1757499,0.0,1.0,498.1,140.7,106.3,247.0,19.3,120.024,29.918,5.1,67.8,61.0,78.8,15.9,83.5,13.1,0.7,60.8,15.8,83.6,13.0,1.1,60.8,15.3,83.9,12.6,1.2,62.5,15.3,82.9,12.4,1.1,64.6,7.1757499
2020-08-13 09:00:00,10.702249899999998,0.0,1.0,596.9,154.1,234.4,388.5,3.8,136.139,35.206,3.6,93.7,74.4,96.2,16.8,81.4,13.6,0.5,59.9,16.7,81.5,13.5,0.7,59.9,16.1,81.6,13.0,0.8,63.4,16.0,81.0,12.7,0.8,67.8,10.702249899999998
2020-08-13 10:00:00,10.6568333,0.0,1.0,665.8,179.4,207.2,386.6,0.0,153.774,39.067,2.8,100.0,92.1,100.0,18.0,76.9,13.9,0.2,10.1,17.9,77.1,13.8,0.3,10.1,17.3,77.6,13.3,0.3,13.4,17.0,77.7,13.0,0.2,17.4,10.6568333
2020-08-13 11:00:00,10.6975834,0.0,19.9,699.3,228.5,67.2,295.8,7.8,172.651,41.01,3.6,87.0,94.5,93.4,18.2,78.5,14.4,0.5,307.8,18.1,78.4,14.3,0.7,307.8,17.7,78.0,13.8,0.9,306.5,17.3,77.7,13.4,0.9,304.9,10.6975834
2020-08-13 12:00:00,29.118833,0.0,8.1,694.7,188.0,29.2,217.2,27.7,191.933,40.741,7.9,53.8,96.5,78.0,18.9,76.7,14.7,1.5,340.5,18.8,76.3,14.5,2.2,340.5,18.4,75.2,13.9,2.7,339.6,18.1,74.9,13.5,2.8,338.4,29.118833
2020-08-13 13:00:00,30.667249000000005,0.0,1.0,652.5,145.1,11.8,156.9,0.9,210.57,38.303,15.9,98.5,95.0,99.4,17.3,84.9,14.7,1.2,346.4,17.2,84.6,14.6,1.7,346.4,16.9,83.8,14.1,2.1,347.6,16.6,83.3,13.8,2.2,349.1,30.667249000000005
2020-08-13 14:00:00,16.264167,0.0,1.0,575.8,168.3,33.0,201.3,4.5,227.846,34.054,22.5,92.5,91.5,96.8,17.4,85.1,14.9,1.2,342.2,17.3,84.9,14.8,1.7,342.2,17.0,84.1,14.3,2.2,342.6,16.7,83.5,13.9,2.3,343.0,16.264167
2020-08-13 15:00:00,18.9354165,0.0,1.0,470.9,154.3,83.2,237.5,20.9,243.613,28.503,31.2,65.1,95.6,87.5,17.8,84.5,15.1,1.0,341.1,17.7,84.2,15.0,1.4,341.1,17.4,83.2,14.5,1.8,341.1,17.0,82.6,14.1,1.9,341.2,18.9354165
2020-08-13 16:00:00,3.2532501,0.0,1.0,346.7,109.7,67.9,177.5,21.6,258.123,22.159,63.9,51.7,96.1,91.0,17.8,83.9,15.0,1.3,328.8,17.7,83.6,14.9,1.9,328.8,17.4,83.0,14.5,2.4,329.3,17.0,83.1,14.1,2.5,329.9,3.2532501
2020-08-13 17:00:00,0.5224167,0.0,1.0,215.4,70.5,21.2,91.6,0.6,271.792,15.471,99.0,57.1,86.3,99.8,17.2,87.9,15.2,1.5,327.0,17.1,87.5,15.1,2.2,327.0,16.9,86.6,14.6,3.0,328.2,16.6,86.5,14.3,3.4,329.7,0.5224167
2020-08-13 18:00:00,0.3116667,0.0,1.0,95.4,35.1,11.0,46.1,7.7,285.047,8.83,87.2,67.4,24.5,96.3,16.8,89.5,15.1,1.5,319.2,16.8,89.3,15.0,2.2,319.2,16.5,88.7,14.6,3.1,320.9,16.2,88.6,14.3,3.7,323.1,0.3116667
2020-08-13 19:00:00,0.0,0.0,1.0,18.4,6.9,1.9,8.8,10.9,298.267,2.59,81.8,80.9,0.4,96.5,16.0,92.2,14.8,1.1,292.3,16.0,92.1,14.7,1.6,292.3,15.7,91.9,14.4,2.4,294.9,15.4,92.2,14.2,3.2,298.2,0.0
2020-08-13 20:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4,311.745,-2.911,96.4,65.1,0.0,98.7,15.5,95.3,14.7,0.7,270.3,15.5,95.0,14.7,1.1,270.3,15.3,94.1,14.4,1.8,271.9,15.2,93.8,14.2,2.5,274.0,0.0
2020-08-13 21:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,325.666,-7.345,99.7,42.7,0.0,99.8,15.3,97.2,14.8,0.8,264.1,15.3,96.9,14.8,1.1,264.1,15.2,95.9,14.5,1.9,263.9,15.0,95.8,14.3,2.6,263.7,0.0
2020-08-13 22:00:00,0.0,20.13,1.0,0.0,0.0,0.0,0.0,0.0,340.067,-10.409,96.0,30.2,0.0,97.2,15.1,97.3,14.7,1.3,281.9,15.1,97.0,14.6,1.8,281.9,14.9,96.4,14.3,2.8,281.3,14.5,96.6,14.0,3.7,280.5,20.13
2020-08-13 23:00:00,0.0,2.86,1.0,0.0,0.0,0.0,0.0,0.0,354.827,-11.87,97.3,24.2,0.0,97.9,14.9,95.9,14.2,1.9,298.2,14.8,95.9,14.1,2.8,298.2,14.5,95.9,13.8,4.0,297.2,14.0,96.6,13.5,4.8,295.8,2.86
2020-08-14 00:00:00,0.0,3.09,1.0,0.0,0.0,0.0,0.0,0.0,8.786,-11.979,99.7,54.1,0.0,99.9,14.3,95.6,13.6,1.9,307.5,14.2,95.7,13.6,2.8,307.5,13.8,96.0,13.2,3.8,306.5,13.4,96.7,12.8,4.5,305.3,3.09
2020-08-14 01:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.513,-10.11,100.0,27.2,0.0,100.0,13.8,97.1,13.3,1.3,306.5,13.7,97.2,13.3,1.8,306.5,13.3,97.5,12.9,2.5,305.3,12.8,97.7,12.4,3.0,303.9,0.0
2020-08-14 02:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.834,-6.682,100.0,33.4,0.0,100.0,13.8,96.6,13.3,0.9,305.0,13.7,96.6,13.2,1.3,305.0,13.3,96.5,12.8,1.8,303.5,12.8,96.6,12.3,2.1,301.7,0.0
2020-08-14 03:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.662,-1.953,100.0,35.5,0.0,100.0,13.9,95.4,13.2,0.6,316.2,13.8,95.4,13.1,0.9,316.2,13.4,95.2,12.7,1.3,313.4,12.9,95.3,12.2,1.7,309.9,0.0
2020-08-14 04:00:00,0.624,0.0,1.0,28.4,11.2,0.3,11.5,0.0,65.073,3.765,100.0,30.3,0.3,100.0,14.0,94.4,13.1,0.6,339.0,13.9,94.4,13.0,0.8,339.0,13.5,94.4,12.6,1.1,334.8,13.0,94.5,12.1,1.3,329.5,0.624
2020-08-14 05:00:00,2.5133334,0.0,1.0,117.3,41.4,1.8,43.2,0.2,78.283,10.139,99.7,17.5,1.9,99.8,14.2,92.4,13.0,0.8,349.6,14.1,92.5,12.9,1.1,349.6,13.6,92.9,12.5,1.4,348.0,13.1,93.4,12.0,1.4,346.0,2.5133334
2020-08-14 06:00:00,9.6389167,0.0,1.0,241.7,61.5,1.6,63.2,0.0,91.609,16.826,100.0,2.3,48.2,100.0,14.3,91.2,12.9,1.1,342.7,14.2,91.3,12.8,1.6,342.7,13.7,91.7,12.4,1.9,342.4,13.2,92.4,12.0,2.0,342.0,9.6389167
2020-08-14 07:00:00,13.5703335,0.0,1.0,372.6,87.1,1.6,88.7,0.0,105.442,23.465,100.0,0.9,15.1,100.0,14.4,88.7,12.6,0.9,337.3,14.3,88.8,12.5,1.3,337.3,13.8,89.5,12.1,1.6,335.4,13.3,90.6,11.8,1.6,332.9,13.5703335
2020-08-14 08:00:00,17.921916500000002,0.0,1.0,493.2,146.5,27.0,173.6,0.0,120.213,29.655,100.0,0.1,29.2,100.0,14.8,85.8,12.5,0.7,345.2,14.7,85.9,12.4,1.0,345.2,14.2,86.9,12.0,1.3,342.7,13.6,88.7,11.8,1.3,339.5,17.921916500000002
2020-08-14 09:00:00,23.8891665,0.0,1.0,592.1,208.0,62.6,270.6,0.5,136.311,34.93,99.1,0.0,38.5,99.3,15.9,81.0,12.6,0.5,324.0,15.7,81.1,12.5,0.7,324.0,15.1,82.1,12.1,0.8,317.6,14.5,83.8,11.8,0.9,309.6,23.8891665
2020-08-14 10:00:00,71.526584,0.0,1.0,661.0,218.6,112.5,331.1,12.2,153.911,38.775,79.6,0.0,3.7,80.0,17.0,75.5,12.6,0.6,320.9,16.9,75.4,12.5,0.8,320.9,16.3,78.1,12.5,1.0,314.2,15.7,83.7,12.9,1.1,305.9,71.526584
2020-08-14 11:00:00,69.11775,0.0,1.0,694.3,215.0,195.3,410.2,7.0,172.733,40.706,88.4,0.0,41.9,90.8,17.8,71.8,12.6,1.1,309.0,17.6,71.4,12.4,1.5,309.0,17.1,70.8,11.8,2.0,304.8,16.5,71.6,11.4,2.1,299.5,69.11775
2020-08-14 12:00:00,60.35175000000001,0.0,1.0,689.7,184.9,306.2,491.1,4.7,191.953,40.431,92.2,0.5,16.0,92.8,18.5,67.1,12.3,1.5,318.3,18.4,66.5,12.1,2.2,318.3,18.0,65.0,11.3,2.7,314.8,17.4,65.2,10.8,2.8,310.5,60.35175000000001
2020-08-14 13:00:00,49.58125,0.0,1.0,647.3,167.2,329.8,497.0,24.1,210.533,37.993,59.8,8.7,90.7,80.0,18.2,70.3,12.7,1.6,299.0,18.1,69.8,12.5,2.2,299.0,17.5,69.0,11.8,2.8,297.0,17.0,69.6,11.4,2.9,294.5,49.58125
2020-08-14 14:00:00,43.554167,0.0,1.0,570.4,177.1,257.6,434.7,33.0,227.77,33.75,44.9,4.6,98.4,73.3,18.7,66.4,12.4,1.3,311.8,18.7,65.5,12.1,1.8,311.8,18.3,63.1,11.2,2.3,307.2,17.9,62.7,10.7,2.3,301.4,43.554167
2020-08-14 15:00:00,21.9885,0.0,1.0,465.4,171.6,168.9,340.5,40.6,243.515,28.204,32.4,0.0,98.8,65.8,19.0,63.9,12.0,1.7,334.8,18.9,63.1,11.7,2.4,334.8,18.6,61.2,10.9,2.9,331.8,18.1,60.9,10.4,2.9,328.1,21.9885
2020-08-14 16:00:00,15.1959165,0.0,1.0,341.0,148.5,82.3,230.7,48.8,258.016,21.865,18.7,1.5,99.2,59.6,18.1,68.0,12.1,2.2,348.5,18.0,67.5,11.9,3.2,348.5,17.6,66.5,11.3,4.1,347.4,17.2,66.6,10.9,4.3,346.0,15.1959165
2020-08-14 17:00:00,10.1990834,0.0,1.0,209.9,106.5,38.9,145.3,57.0,271.686,15.178,5.0,0.0,99.2,52.1,16.8,74.1,12.2,1.9,349.7,16.8,73.8,12.1,2.7,349.7,16.4,73.5,11.6,3.5,349.2,16.0,74.0,11.3,3.9,348.6,10.1990834
2020-08-14 18:00:00,1.8015834,0.0,1.0,90.7,56.9,20.0,76.9,56.6,284.949,8.535,5.7,0.2,81.7,44.3,15.8,79.8,12.4,1.6,338.2,15.8,79.5,12.2,2.2,338.2,15.4,79.4,11.9,3.1,336.9,15.0,80.1,11.6,3.7,335.3,1.8015834
2020-08-14 19:00:00,0.1111667,0.0,1.0,16.1,11.7,4.2,15.9,58.6,298.183,2.291,2.3,0.1,19.5,12.0,14.7,85.3,12.3,1.0,343.0,14.7,84.9,12.2,1.4,343.0,14.5,83.8,11.8,2.1,339.4,14.3,83.9,11.6,2.6,335.0,0.1111667
2020-08-14 20:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.2,311.681,-3.215,8.1,0.0,0.0,8.1,13.9,89.0,12.1,0.7,325.7,13.8,88.8,12.0,1.0,325.7,13.6,88.4,11.8,1.6,317.5,13.4,88.7,11.6,2.2,307.2,0.0
2020-08-14 21:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,325.628,-7.653,11.5,0.0,0.0,11.5,12.9,94.3,12.0,0.5,275.3,12.8,94.1,11.9,0.7,275.3,12.7,93.5,11.7,1.0,276.8,12.6,93.5,11.6,1.3,278.6,0.0
2020-08-14 22:00:00,0.0,5.79,1.0,0.0,0.0,0.0,0.0,0.0,340.063,-10.72,10.9,0.0,0.0,10.9,11.3,100.0,11.3,0.4,247.4,11.4,99.9,11.4,0.5,247.4,11.7,98.6,11.5,0.6,229.8,11.9,97.8,11.5,0.5,207.9,5.79
2020-08-14 23:00:00,0.0,1.42,1.0,0.0,0.0,0.0,0.0,0.0,354.859,-12.179,15.8,0.0,2.0,16.7,11.5,100.0,11.5,0.5,298.4,11.5,100.0,11.5,0.8,298.4,11.6,100.0,11.6,0.8,287.8,11.7,99.6,11.6,0.6,274.6,1.42
2020-08-15 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.856,-12.286,26.0,0.0,2.2,26.8,11.2,100.0,11.2,0.7,306.4,11.3,100.0,11.3,1.1,306.4,11.4,100.0,11.4,1.4,307.4,11.4,100.0,11.4,1.6,308.6,0.0
2020-08-15 01:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.618,-10.407,3.1,8.6,17.3,19.1,10.8,100.0,10.8,0.6,209.6,10.9,100.0,10.9,0.8,209.6,11.2,100.0,11.2,1.5,216.5,11.4,99.4,11.4,2.2,225.0,0.0
2020-08-15 02:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.968,-6.967,68.9,26.7,53.3,83.3,10.8,100.0,10.8,0.6,193.8,10.9,100.0,10.9,0.8,193.8,11.3,98.6,11.1,1.1,207.4,11.6,96.5,11.1,1.3,224.4,0.0
2020-08-15 03:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.818,-2.226,40.6,25.7,64.8,70.2,10.8,98.1,10.5,0.5,209.3,10.9,97.9,10.6,0.7,209.3,11.2,96.8,10.8,0.9,217.2,11.5,95.3,10.8,1.0,227.1,0.0
2020-08-15 04:00:00,0.2169167,0.0,1.0,26.0,15.7,8.0,23.8,21.6,65.247,3.502,51.9,6.3,0.0,54.9,11.0,95.9,10.4,0.6,222.3,11.1,95.8,10.4,0.8,222.3,11.3,95.3,10.6,1.0,238.6,11.5,94.4,10.6,1.0,259.0,0.2169167
2020-08-15 05:00:00,0.6690001,0.81,1.0,112.9,45.2,42.2,87.4,17.5,78.468,9.882,70.8,8.3,0.0,73.2,11.8,93.8,10.8,0.8,188.3,11.8,93.7,10.8,1.1,188.3,11.8,93.5,10.7,1.3,198.1,11.7,92.9,10.6,1.2,210.4,1.4790001
2020-08-15 06:00:00,3.0230833,0.03,1.0,236.9,59.3,35.4,94.6,10.7,91.802,16.572,82.2,29.1,0.0,87.4,13.2,88.0,11.2,1.0,174.3,13.1,88.2,11.2,1.5,174.3,12.8,88.6,10.9,1.9,181.0,12.5,88.5,10.7,2.1,189.4,3.0530833
2020-08-15 07:00:00,6.9090833,0.0,1.0,367.6,62.0,0.5,62.5,0.0,105.638,23.208,99.1,100.0,0.0,100.0,13.1,89.1,11.3,1.4,177.4,13.0,89.1,11.3,2.1,177.4,12.7,89.2,11.0,3.0,185.3,12.5,89.0,10.7,3.8,195.2,6.9090833
2020-08-15 08:00:00,14.0845835,0.0,1.0,488.3,97.0,3.0,100.0,0.6,120.404,29.388,98.3,99.0,0.0,100.0,13.9,85.9,11.6,1.7,183.1,13.9,85.9,11.5,2.4,183.1,13.5,85.8,11.2,3.5,192.5,13.2,86.0,10.9,4.4,204.3,14.0845835
2020-08-15 09:00:00,16.9818335,0.0,1.0,587.2,146.4,13.7,160.1,0.0,136.485,34.65,100.0,95.5,0.0,100.0,14.9,82.0,11.9,1.6,187.3,14.8,81.9,11.8,2.4,187.3,14.4,81.7,11.3,3.3,196.0,14.0,82.2,11.0,4.0,206.8,16.9818335
2020-08-15 10:00:00,24.429833,0.0,1.0,656.0,181.1,22.1,203.1,0.0,154.05,38.48,100.0,87.2,0.0,100.0,16.1,77.0,12.1,2.2,231.7,16.0,76.8,11.9,3.1,231.7,15.6,76.4,11.4,4.1,232.3,15.1,77.5,11.2,4.7,233.1,24.429833
2020-08-15 11:00:00,18.7303335,2.22,1.0,689.3,170.9,19.6,190.5,0.7,172.819,40.398,98.8,95.2,0.0,99.9,16.5,76.1,12.2,2.5,247.7,16.4,75.8,12.1,3.5,247.7,16.0,75.0,11.6,4.7,247.1,15.5,76.0,11.3,5.2,246.4,20.9503335
2020-08-15 12:00:00,5.6226666000000005,1.5,1.0,684.5,171.4,15.9,187.3,0.0,191.975,40.117,100.0,46.6,0.0,100.0,17.1,74.5,12.5,2.7,258.5,17.0,74.2,12.4,3.8,258.5,16.6,73.3,11.8,5.1,257.7,16.2,74.2,11.6,5.8,256.7,7.1226666000000005
2020-08-15 13:00:00,5.7154168,0.0,1.0,641.9,152.8,7.0,159.8,0.0,210.499,37.68,100.0,40.6,0.0,100.0,17.7,73.3,12.9,2.8,273.1,17.6,73.0,12.7,4.0,273.1,17.3,72.3,12.2,5.3,271.8,16.8,73.4,12.0,5.9,270.2,5.7154168
2020-08-15 14:00:00,3.0062501,1.27,1.0,564.9,109.4,1.5,110.9,1.2,227.696,33.441,98.0,40.3,0.0,98.8,17.3,78.1,13.4,1.9,279.5,17.2,77.7,13.3,2.8,279.5,16.9,76.6,12.7,3.8,277.3,16.5,77.1,12.5,4.4,274.6,4.2762501
2020-08-15 15:00:00,1.8978333,2.75,1.0,459.7,80.5,0.8,81.3,0.0,243.418,27.902,100.0,84.4,0.0,100.0,16.7,82.5,13.7,1.8,270.6,16.6,82.1,13.6,2.5,270.6,16.3,81.0,13.1,3.5,268.5,15.9,81.6,12.8,4.2,266.0,4.6478333
